id_employe,date_formation,theme,nb_heures,cout
1906,2025-08-11,Leadership,21,1449
1906,2025-08-02,Python,21,1428
1906,2025-05-20,Excel avancé,14,1106
1907,2025-01-29,Gestion du stress,7,322
1908,2025-11-01,Leadership,14,952
1910,2025-10-02,Excel avancé,14,672
1911,2025-05-04,Excel avancé,14,980
1911,2025-07-24,Python,7,371
1911,2025-03-27,Comptabilité,7,420
1912,2025-03-13,Comptabilité,7,504
1912,2025-07-22,Leadership,7,378
1913,2025-01-27,Gestion du stress,14,868
1913,2025-11-02,Sécurité informatique,21,1113
1914,2025-07-16,Excel avancé,21,1239
1914,2025-03-03,Sécurité informatique,21,1197
1914,2025-06-11,Sécurité informatique,14,770
1915,2025-07-30,Comptabilité,21,1134
1916,2025-07-28,Comptabilité,7,406
1916,2025-06-06,Excel avancé,7,476
1917,2025-02-05,Comptabilité,21,1344
1917,2025-05-16,Sécurité informatique,21,1197
1920,2025-03-27,Gestion du stress,21,861
1920,2025-12-10,Python,21,1260
1922,2025-03-24,Excel avancé,7,287
1922,2025-09-15,Python,7,455
1922,2025-05-09,Python,21,1575
1923,2025-05-09,Python,7,329
1924,2025-05-21,Python,7,434
1924,2025-04-25,Leadership,7,364
1925,2025-03-26,Comptabilité,14,686
1926,2025-10-20,Sécurité informatique,7,378
1926,2025-08-29,Sécurité informatique,14,896
1929,2025-07-26,Sécurité informatique,21,1428
1929,2025-07-04,Gestion du stress,14,784
1929,2025-08-07,Leadership,14,616
1931,2025-11-16,Python,21,1386
1931,2025-10-20,Python,21,1365
1931,2025-09-10,Excel avancé,14,868
1933,2025-01-04,Sécurité informatique,14,602
1935,2025-02-14,Excel avancé,14,980
1935,2025-09-17,Leadership,14,952
1936,2025-05-15,Excel avancé,14,616
1937,2025-06-23,Comptabilité,21,1533
1937,2025-04-04,Sécurité informatique,14,966
1937,2025-12-18,Python,21,1239
1938,2025-09-07,Excel avancé,21,1512
1938,2025-08-27,Leadership,14,1022
1939,2025-12-23,Leadership,7,476
1941,2025-08-30,Excel avancé,21,1659
1943,2025-04-05,Excel avancé,14,1092
1943,2025-01-16,Comptabilité,7,343
1944,2025-09-23,Sécurité informatique,7,336
1945,2025-12-10,Gestion du stress,14,1064
1945,2025-05-05,Excel avancé,14,602
1945,2025-05-29,Python,14,1092
1946,2025-12-22,Sécurité informatique,7,504
1946,2025-11-06,Sécurité informatique,7,532
1947,2025-02-14,Python,14,938
1947,2025-05-30,Python,21,987
1948,2025-04-10,Leadership,7,483
1949,2025-07-29,Excel avancé,7,560
1951,2025-10-09,Python,14,882
1951,2025-04-20,Sécurité informatique,7,357
1951,2025-01-10,Sécurité informatique,14,1078
1952,2025-12-20,Gestion du stress,21,1092
1952,2025-07-20,Leadership,21,1680
1952,2025-11-16,Comptabilité,14,574
1954,2025-10-27,Gestion du stress,7,343
1954,2025-05-26,Excel avancé,21,1239
1954,2025-07-19,Gestion du stress,7,287
1955,2025-11-08,Comptabilité,14,714
1955,2025-07-17,Leadership,7,448
1955,2025-06-23,Leadership,21,1092
1956,2025-07-09,Python,7,420
1956,2025-01-18,Excel avancé,14,770
1958,2025-04-26,Python,14,756
1958,2025-12-15,Gestion du stress,7,483
1958,2025-09-11,Comptabilité,7,413
1959,2025-03-16,Comptabilité,7,364
1960,2025-05-05,Leadership,21,1596
1960,2025-07-19,Leadership,7,455
1961,2025-02-01,Sécurité informatique,14,798
1961,2025-02-07,Excel avancé,21,1575
1961,2025-03-07,Comptabilité,14,854
1962,2025-10-28,Comptabilité,14,980
1962,2025-07-28,Excel avancé,7,413
1962,2025-07-27,Leadership,7,371
1963,2025-01-03,Sécurité informatique,7,378
1963,2025-09-01,Leadership,21,1029
1963,2025-01-26,Comptabilité,14,994
1964,2025-03-23,Comptabilité,7,560
1964,2025-09-18,Python,21,1533
1965,2025-09-02,Comptabilité,7,518
1965,2025-10-28,Leadership,7,357
1965,2025-03-24,Leadership,21,1470
1966,2025-12-02,Excel avancé,14,742
1968,2025-09-24,Leadership,21,1155
1968,2025-06-14,Leadership,14,644
1968,2025-11-21,Gestion du stress,21,1533
1969,2025-02-10,Leadership,21,1302
1969,2025-03-21,Gestion du stress,14,1106
1970,2025-07-28,Comptabilité,21,1680
1971,2025-11-18,Comptabilité,7,364
1971,2025-09-30,Leadership,7,399
1971,2025-12-08,Gestion du stress,14,770
1972,2025-10-15,Comptabilité,21,1407
1972,2025-10-29,Gestion du stress,14,1008
1972,2025-06-19,Python,14,728
1973,2025-09-09,Gestion du stress,7,371
1973,2025-11-14,Python,7,301
1974,2025-01-29,Excel avancé,7,301
1974,2025-10-18,Leadership,7,490
1975,2025-09-24,Sécurité informatique,7,364
1976,2025-03-01,Sécurité informatique,14,966
1976,2025-01-10,Gestion du stress,21,1281
1976,2025-06-28,Sécurité informatique,21,1008
1977,2025-10-06,Comptabilité,21,1239
1977,2025-05-09,Sécurité informatique,14,616
1977,2025-01-15,Gestion du stress,14,1092
1978,2025-02-03,Leadership,14,686
1978,2025-01-29,Leadership,21,1680
1978,2025-01-22,Leadership,21,1176
1979,2025-03-11,Leadership,7,322
1979,2025-11-05,Excel avancé,14,574
1979,2025-04-08,Python,7,511
1980,2025-08-05,Python,7,392
1980,2025-01-28,Gestion du stress,7,336
1981,2025-08-12,Comptabilité,7,371
1981,2025-11-16,Gestion du stress,7,427
1981,2025-03-30,Comptabilité,14,994
1983,2025-12-20,Excel avancé,7,322
1983,2025-04-11,Excel avancé,21,1239
1983,2025-06-08,Comptabilité,14,728
1985,2025-05-31,Comptabilité,7,343
1985,2025-06-25,Python,21,1617
1986,2025-09-02,Excel avancé,21,1659
1987,2025-06-07,Leadership,21,1176
1987,2025-06-18,Comptabilité,7,511
1987,2025-05-03,Gestion du stress,7,287
1988,2025-01-07,Gestion du stress,7,413
1988,2025-06-01,Python,14,924
1988,2025-09-19,Sécurité informatique,14,980
1990,2025-02-15,Comptabilité,14,714
1990,2025-07-27,Gestion du stress,14,602
1991,2025-01-03,Leadership,7,546
1991,2025-09-07,Gestion du stress,14,1008
1991,2025-10-07,Sécurité informatique,7,364
1992,2025-08-29,Excel avancé,21,1554
1992,2025-01-25,Leadership,14,798
1994,2025-10-21,Comptabilité,7,308
1995,2025-10-17,Sécurité informatique,21,1491
1996,2025-08-16,Sécurité informatique,21,1575
1997,2025-01-18,Gestion du stress,14,616
1997,2025-09-30,Sécurité informatique,7,455
1997,2025-11-26,Sécurité informatique,14,644
1998,2025-01-29,Leadership,21,1155
1998,2025-05-19,Gestion du stress,21,1407
1998,2025-12-27,Leadership,7,448
1999,2025-07-15,Leadership,14,1106
1999,2025-02-11,Sécurité informatique,7,553
1999,2025-04-23,Excel avancé,7,385
